format	well	type	row	row.num	col	replicates	targets
384	248	1	H	8	16	2	2
384	247	1	G	7	16	1	2
384	246	1	F	6	16	2	2
384	245	1	E	5	16	1	2
384	244	1	D	4	16	2	2
384	243	1	C	3	16	1	2
384	242	1	B	2	16	2	2
384	241	1	A	1	16	1	2
384	240	1	P	16	15	2	1
384	239	1	O	15	15	1	1
384	238	1	N	14	15	2	1
384	237	1	M	13	15	1	1
384	236	1	L	12	15	2	1
384	235	1	K	11	15	1	1
384	234	1	J	10	15	2	1
384	233	1	I	9	15	1	1
384	232	1	H	8	15	2	1
384	231	1	G	7	15	1	1
384	230	1	F	6	15	2	1
384	229	1	E	5	15	1	1
384	228	1	D	4	15	2	1
384	227	1	C	3	15	1	1
384	226	1	B	2	15	2	1
384	225	1	A	1	15	1	1
384	224	1	P	16	14	2	2
384	223	1	O	15	14	1	2
384	222	1	N	14	14	2	2
384	221	1	M	13	14	1	2
384	220	1	L	12	14	2	2
384	219	1	K	11	14	1	2
384	218	1	J	10	14	2	2
384	217	1	I	9	14	1	2
384	216	1	H	8	14	2	2
384	215	1	G	7	14	1	2
384	214	1	F	6	14	2	2
384	213	1	E	5	14	1	2
384	212	1	D	4	14	2	2
384	211	1	C	3	14	1	2
384	210	1	B	2	14	2	2
384	209	1	A	1	14	1	2
384	208	1	P	16	13	2	1
384	207	1	O	15	13	1	1
384	206	1	N	14	13	2	1
384	205	1	M	13	13	1	1
384	204	1	L	12	13	2	1
384	203	1	K	11	13	1	1
384	202	1	J	10	13	2	1
384	201	1	I	9	13	1	1
384	200	1	H	8	13	2	1
384	199	1	G	7	13	1	1
384	198	1	F	6	13	2	1
384	197	1	E	5	13	1	1
384	196	1	D	4	13	2	1
384	195	1	C	3	13	1	1
384	194	1	B	2	13	2	1
384	193	1	A	1	13	1	1
384	192	1	P	16	12	2	2
384	191	1	O	15	12	1	2
384	190	1	N	14	12	2	2
384	189	1	M	13	12	1	2
384	188	1	L	12	12	2	2
384	187	1	K	11	12	1	2
384	186	1	J	10	12	2	2
384	185	1	I	9	12	1	2
384	184	1	H	8	12	2	2
384	183	1	G	7	12	1	2
384	182	1	F	6	12	2	2
384	181	1	E	5	12	1	2
384	180	1	D	4	12	2	2
384	179	1	C	3	12	1	2
384	178	1	B	2	12	2	2
384	177	1	A	1	12	1	2
384	176	1	P	16	11	2	1
384	175	1	O	15	11	1	1
384	174	1	N	14	11	2	1
384	173	1	M	13	11	1	1
384	172	1	L	12	11	2	1
384	171	1	K	11	11	1	1
384	170	1	J	10	11	2	1
384	169	1	I	9	11	1	1
384	168	1	H	8	11	2	1
384	167	1	G	7	11	1	1
384	166	1	F	6	11	2	1
384	165	1	E	5	11	1	1
384	164	1	D	4	11	2	1
384	163	1	C	3	11	1	1
384	162	1	B	2	11	2	1
384	161	1	A	1	11	1	1
384	160	1	P	16	10	2	2
384	159	1	O	15	10	1	2
384	158	1	N	14	10	2	2
384	157	1	M	13	10	1	2
384	156	1	L	12	10	2	2
384	155	1	K	11	10	1	2
384	154	1	J	10	10	2	2
384	153	1	I	9	10	1	2
384	152	1	H	8	10	2	2
384	151	1	G	7	10	1	2
384	150	1	F	6	10	2	2
384	149	1	E	5	10	1	2
384	148	1	D	4	10	2	2
384	147	1	C	3	10	1	2
384	146	1	B	2	10	2	2
384	145	1	A	1	10	1	2
384	144	1	P	16	9	2	1
384	143	1	O	15	9	1	1
384	142	1	N	14	9	2	1
384	141	1	M	13	9	1	1
384	140	1	L	12	9	2	1
384	139	1	K	11	9	1	1
384	138	1	J	10	9	2	1
384	137	1	I	9	9	1	1
384	136	1	H	8	9	2	1
384	135	1	G	7	9	1	1
384	134	1	F	6	9	2	1
384	133	1	E	5	9	1	1
384	132	1	D	4	9	2	1
384	131	1	C	3	9	1	1
384	130	1	B	2	9	2	1
384	129	1	A	1	9	1	1
384	128	1	P	16	8	2	2
384	127	1	O	15	8	1	2
384	126	1	N	14	8	2	2
384	125	1	M	13	8	1	2
384	124	1	L	12	8	2	2
384	123	1	K	11	8	1	2
384	122	1	J	10	8	2	2
384	121	1	I	9	8	1	2
384	120	1	H	8	8	2	2
384	119	1	G	7	8	1	2
384	118	1	F	6	8	2	2
384	117	1	E	5	8	1	2
384	116	1	D	4	8	2	2
384	115	1	C	3	8	1	2
384	114	1	B	2	8	2	2
384	113	1	A	1	8	1	2
384	112	1	P	16	7	2	1
384	111	1	O	15	7	1	1
384	110	1	N	14	7	2	1
384	109	1	M	13	7	1	1
384	108	1	L	12	7	2	1
384	107	1	K	11	7	1	1
384	106	1	J	10	7	2	1
384	105	1	I	9	7	1	1
384	104	1	H	8	7	2	1
384	103	1	G	7	7	1	1
384	102	1	F	6	7	2	1
384	101	1	E	5	7	1	1
384	100	1	D	4	7	2	1
384	99	1	C	3	7	1	1
384	98	1	B	2	7	2	1
384	97	1	A	1	7	1	1
384	96	1	P	16	6	2	2
384	95	1	O	15	6	1	2
384	94	1	N	14	6	2	2
384	93	1	M	13	6	1	2
384	92	1	L	12	6	2	2
384	91	1	K	11	6	1	2
384	90	1	J	10	6	2	2
384	89	1	I	9	6	1	2
384	88	1	H	8	6	2	2
384	87	1	G	7	6	1	2
384	86	1	F	6	6	2	2
384	85	1	E	5	6	1	2
384	84	1	D	4	6	2	2
384	83	1	C	3	6	1	2
384	82	1	B	2	6	2	2
384	81	1	A	1	6	1	2
384	80	1	P	16	5	2	1
384	79	1	O	15	5	1	1
384	78	1	N	14	5	2	1
384	77	1	M	13	5	1	1
384	76	1	L	12	5	2	1
384	75	1	K	11	5	1	1
384	74	1	J	10	5	2	1
384	73	1	I	9	5	1	1
384	72	1	H	8	5	2	1
384	71	1	G	7	5	1	1
384	70	1	F	6	5	2	1
384	69	1	E	5	5	1	1
384	68	1	D	4	5	2	1
384	67	1	C	3	5	1	1
384	66	1	B	2	5	2	1
384	65	1	A	1	5	1	1
384	64	1	P	16	4	2	2
384	63	1	O	15	4	1	2
384	62	1	N	14	4	2	2
384	61	1	M	13	4	1	2
384	60	1	L	12	4	2	2
384	59	1	K	11	4	1	2
384	58	1	J	10	4	2	2
384	57	1	I	9	4	1	2
384	56	1	H	8	4	2	2
384	55	1	G	7	4	1	2
384	54	1	F	6	4	2	2
384	53	1	E	5	4	1	2
384	52	1	D	4	4	2	2
384	51	1	C	3	4	1	2
384	50	1	B	2	4	2	2
384	49	1	A	1	4	1	2
384	48	1	P	16	3	2	1
384	47	1	O	15	3	1	1
384	46	1	N	14	3	2	1
384	45	1	M	13	3	1	1
384	44	1	L	12	3	2	1
384	43	1	K	11	3	1	1
384	384	4	P	16	24	2	2
384	383	4	O	15	24	1	2
384	382	3	N	14	24	2	2
384	381	3	M	13	24	1	2
384	380	2	L	12	24	2	2
384	379	2	K	11	24	1	2
384	378	2	J	10	24	2	2
384	377	2	I	9	24	1	2
384	376	1	H	8	24	2	2
384	375	1	G	7	24	1	2
384	42	1	J	10	3	2	1
384	41	1	I	9	3	1	1
384	40	1	H	8	3	2	1
384	39	1	G	7	3	1	1
384	38	1	F	6	3	2	1
384	37	1	E	5	3	1	1
384	36	1	D	4	3	2	1
384	35	1	C	3	3	1	1
384	34	1	B	2	3	2	1
384	33	1	A	1	3	1	1
384	32	1	P	16	2	2	2
384	31	1	O	15	2	1	2
384	30	1	N	14	2	2	2
384	29	1	M	13	2	1	2
384	28	1	L	12	2	2	2
384	27	1	K	11	2	1	2
384	26	1	J	10	2	2	2
384	25	1	I	9	2	1	2
384	24	1	H	8	2	2	2
384	23	1	G	7	2	1	2
384	22	1	F	6	2	2	2
384	21	1	E	5	2	1	2
384	20	1	D	4	2	2	2
384	19	1	C	3	2	1	2
384	18	1	B	2	2	2	2
384	17	1	A	1	2	1	2
384	16	1	P	16	1	2	1
384	15	1	O	15	1	1	1
384	14	1	N	14	1	2	1
384	13	1	M	13	1	1	1
384	12	1	L	12	1	2	1
384	11	1	K	11	1	1	1
384	10	1	J	10	1	2	1
384	9	1	I	9	1	1	1
384	8	1	H	8	1	2	1
384	7	1	G	7	1	1	1
384	6	1	F	6	1	2	1
384	5	1	E	5	1	1	1
384	4	1	D	4	1	2	1
384	3	1	C	3	1	1	1
384	2	1	B	2	1	2	1
384	1	1	A	1	1	1	1
