format	well	type	row	row.num	col	replicates	targets
1536	715	4	K	11	23	1	1
1536	713	4	I	9	23	1	1
1536	711	4	G	7	23	1	1
1536	709	4	E	5	23	1	1
1536	707	4	C	3	23	1	1
1536	705	4	A	1	23	1	1
1536	671	4	AE	31	21	1	1
1536	669	4	AC	29	21	1	1
1536	667	4	AA	27	21	1	1
1536	665	4	Y	25	21	1	1
1536	663	4	W	23	21	1	1
1536	661	4	U	21	21	1	1
1536	659	4	S	19	21	1	1
1536	657	4	Q	17	21	1	1
1536	655	4	O	15	21	1	1
1536	653	4	M	13	21	1	1
1536	651	4	K	11	21	1	1
1536	649	4	I	9	21	1	1
1536	647	4	G	7	21	1	1
1536	645	4	E	5	21	1	1
1536	643	4	C	3	21	1	1
1536	641	4	A	1	21	1	1
1536	607	4	AE	31	19	1	1
1536	605	4	AC	29	19	1	1
1536	603	4	AA	27	19	1	1
1536	601	4	Y	25	19	1	1
1536	599	4	W	23	19	1	1
1536	597	4	U	21	19	1	1
1536	595	4	S	19	19	1	1
1536	593	4	Q	17	19	1	1
1536	591	4	O	15	19	1	1
1536	589	4	M	13	19	1	1
1536	587	4	K	11	19	1	1
1536	585	4	I	9	19	1	1
1536	583	4	G	7	19	1	1
1536	581	4	E	5	19	1	1
1536	579	4	C	3	19	1	1
1536	577	4	A	1	19	1	1
1536	543	4	AE	31	17	1	1
1536	541	4	AC	29	17	1	1
1536	539	4	AA	27	17	1	1
1536	537	4	Y	25	17	1	1
1536	535	4	W	23	17	1	1
1536	533	4	U	21	17	1	1
1536	531	4	S	19	17	1	1
1536	529	4	Q	17	17	1	1
1536	527	4	O	15	17	1	1
1536	525	4	M	13	17	1	1
1536	523	4	K	11	17	1	1
1536	521	4	I	9	17	1	1
1536	519	4	G	7	17	1	1
1536	517	4	E	5	17	1	1
1536	515	4	C	3	17	1	1
1536	513	4	A	1	17	1	1
1536	479	4	AE	31	15	1	1
1536	477	4	AC	29	15	1	1
1536	475	4	AA	27	15	1	1
1536	473	4	Y	25	15	1	1
1536	471	4	W	23	15	1	1
1536	469	4	U	21	15	1	1
1536	467	4	S	19	15	1	1
1536	465	4	Q	17	15	1	1
1536	463	4	O	15	15	1	1
1536	461	4	M	13	15	1	1
1536	459	4	K	11	15	1	1
1536	457	4	I	9	15	1	1
1536	455	4	G	7	15	1	1
1536	453	4	E	5	15	1	1
1536	451	4	C	3	15	1	1
1536	449	4	A	1	15	1	1
1536	415	4	AE	31	13	1	1
1536	413	4	AC	29	13	1	1
1536	411	4	AA	27	13	1	1
1536	409	4	Y	25	13	1	1
1536	407	4	W	23	13	1	1
1536	405	4	U	21	13	1	1
1536	403	4	S	19	13	1	1
1536	401	4	Q	17	13	1	1
1536	399	4	O	15	13	1	1
1536	397	4	M	13	13	1	1
1536	395	4	K	11	13	1	1
1536	393	4	I	9	13	1	1
1536	391	4	G	7	13	1	1
1536	389	4	E	5	13	1	1
1536	387	4	C	3	13	1	1
1536	385	4	A	1	13	1	1
1536	351	4	AE	31	11	1	1
1536	349	4	AC	29	11	1	1
1536	347	4	AA	27	11	1	1
1536	345	4	Y	25	11	1	1
1536	343	4	W	23	11	1	1
1536	341	4	U	21	11	1	1
1536	339	4	S	19	11	1	1
1536	337	4	Q	17	11	1	1
1536	335	4	O	15	11	1	1
1536	333	4	M	13	11	1	1
1536	331	4	K	11	11	1	1
1536	329	4	I	9	11	1	1
1536	327	4	G	7	11	1	1
1536	325	4	E	5	11	1	1
1536	323	4	C	3	11	1	1
1536	321	4	A	1	11	1	1
1536	287	4	AE	31	9	1	1
1536	285	4	AC	29	9	1	1
1536	283	4	AA	27	9	1	1
1536	281	4	Y	25	9	1	1
1536	279	4	W	23	9	1	1
1536	277	4	U	21	9	1	1
1536	275	4	S	19	9	1	1
1536	273	4	Q	17	9	1	1
1536	271	4	O	15	9	1	1
1536	269	4	M	13	9	1	1
1536	267	4	K	11	9	1	1
1536	265	4	I	9	9	1	1
1536	263	4	G	7	9	1	1
1536	261	4	E	5	9	1	1
1536	259	4	C	3	9	1	1
1536	257	4	A	1	9	1	1
1536	223	4	AE	31	7	1	1
1536	221	4	AC	29	7	1	1
1536	219	4	AA	27	7	1	1
1536	217	4	Y	25	7	1	1
1536	215	4	W	23	7	1	1
1536	213	4	U	21	7	1	1
1536	211	4	S	19	7	1	1
1536	209	4	Q	17	7	1	1
1536	207	4	O	15	7	1	1
1536	205	4	M	13	7	1	1
1536	203	4	K	11	7	1	1
1536	201	4	I	9	7	1	1
1536	199	4	G	7	7	1	1
1536	197	4	E	5	7	1	1
1536	195	4	C	3	7	1	1
1536	193	4	A	1	7	1	1
1536	159	4	AE	31	5	1	1
1536	157	4	AC	29	5	1	1
1536	155	4	AA	27	5	1	1
1536	153	4	Y	25	5	1	1
1536	151	4	W	23	5	1	1
1536	149	4	U	21	5	1	1
1536	147	4	S	19	5	1	1
1536	145	4	Q	17	5	1	1
1536	143	4	O	15	5	1	1
1536	141	4	M	13	5	1	1
1536	139	4	K	11	5	1	1
1536	137	4	I	9	5	1	1
1536	135	4	G	7	5	1	1
1536	133	4	E	5	5	1	1
1536	131	4	C	3	5	1	1
1536	129	4	A	1	5	1	1
1536	95	4	AE	31	3	1	1
1536	93	4	AC	29	3	1	1
1536	91	4	AA	27	3	1	1
1536	89	4	Y	25	3	1	1
1536	87	4	W	23	3	1	1
1536	85	4	U	21	3	1	1
1536	83	4	S	19	3	1	1
1536	81	4	Q	17	3	1	1
1536	79	4	O	15	3	1	1
1536	77	4	M	13	3	1	1
1536	75	4	K	11	3	1	1
1536	73	4	I	9	3	1	1
1536	71	4	G	7	3	1	1
1536	69	4	E	5	3	1	1
1536	67	4	C	3	3	1	1
1536	65	4	A	1	3	1	1
1536	31	4	AE	31	1	1	1
1536	29	4	AC	29	1	1	1
1536	27	4	AA	27	1	1	1
1536	25	4	Y	25	1	1	1
1536	23	4	W	23	1	1	1
1536	21	4	U	21	1	1	1
1536	19	4	S	19	1	1	1
1536	17	4	Q	17	1	1	1
1536	15	4	O	15	1	1	1
1536	13	4	M	13	1	1	1
1536	11	4	K	11	1	1	1
1536	9	4	I	9	1	1	1
1536	7	4	G	7	1	1	1
1536	5	4	E	5	1	1	1
1536	3	4	C	3	1	1	1
1536	1	4	A	1	1	1	1
